Nr.,Anmeldedat.,Thema,Datum,Zeit,"Ort, Aufzugsweg",TN-Zahl
135,2016-04-22 00:00:00,Patriotische Europäer gegen die Islamisierung des Abendlandes,2016-06-06,19:00-22:00,"DU-Stadtmitte, Portsmouthplatz - Mercatorstraße - Wittekindstraße - Fürstenstraße, Hohestraße - Güntherstraße - Hohestraße - Gallenkampstraße - Portsmouthplatz",150-200
136,2016-04-22 00:00:00,Patriotische Europäer gegen die Islamisierung des Abendlandes,2016-06-13,19:00-22:00,"DU-Stadtmitte, Portsmouthplatz - Mercatorstraße - Wittekindstraße - Fürstenstraße, Hohestraße - Güntherstraße - Hohestraße - Gallenkampstraße - Portsmouthplatz",150-200
137,2016-04-22 00:00:00,Patriotische Europäer gegen die Islamisierung des Abendlandes,2016-06-20,19:00-22:00,"DU-Stadtmitte, Portsmouthplatz - Mercatorstraße - Wittekindstraße - Fürstenstraße, Hohestraße - Güntherstraße - Hohestraße - Gallenkampstraße - Portsmouthplatz",150-200
138,2016-04-22 00:00:00,Patriotische Europäer gegen die Islamisierung des Abendlandes,2016-06-27,19:00-22:00,"DU-Stadtmitte, Portsmouthplatz - Mercatorstraße - Wittekindstraße - Fürstenstraße, Hohestraße - Güntherstraße - Hohestraße - Gallenkampstraße - Portsmouthplatz",150-200
139,2016-04-22 00:00:00,Patriotische Europäer gegen die Islamisierung des Abendlandes,2016-07-04,19:00-22:00,"DU-Stadtmitte, Portsmouthplatz - Mercatorstraße - Wittekindstraße - Fürstenstraße, Hohestraße - Güntherstraße - Hohestraße - Gallenkampstraße - Portsmouthplatz",150-200
140,2016-04-22 00:00:00,Patriotische Europäer gegen die Islamisierung des Abendlandes,2016-07-11,19:00-22:00,"DU-Stadtmitte, Portsmouthplatz - Mercatorstraße - Wittekindstraße - Fürstenstraße, Hohestraße - Güntherstraße - Hohestraße - Gallenkampstraße - Portsmouthplatz",150-200
141,2016-04-22 00:00:00,Patriotische Europäer gegen die Islamisierung des Abendlandes,2016-07-18,19:00-22:00,"DU-Stadtmitte, Portsmouthplatz - Mercatorstraße - Wittekindstraße - Fürstenstraße, Hohestraße - Güntherstraße - Hohestraße - Gallenkampstraße - Portsmouthplatz",150-200
142,2016-04-22 00:00:00,Patriotische Europäer gegen die Islamisierung des Abendlandes,2016-07-25,19:00-22:00,"DU-Stadtmitte, Portsmouthplatz - Mercatorstraße - Wittekindstraße - Fürstenstraße, Hohestraße - Güntherstraße - Hohestraße - Gallenkampstraße - Portsmouthplatz",150-200
143,2016-04-22 00:00:00,Patriotische Europäer gegen die Islamisierung des Abendlandes,2016-08-01,19:00-22:00,"DU-Stadtmitte, Portsmouthplatz - Mercatorstraße - Wittekindstraße - Fürstenstraße, Hohestraße - Güntherstraße - Hohestraße - Gallenkampstraße - Portsmouthplatz",150-200
144,2016-04-22 00:00:00,Patriotische Europäer gegen die Islamisierung des Abendlandes,2016-08-08,19:00-22:00,"DU-Stadtmitte, Portsmouthplatz - Mercatorstraße - Wittekindstraße - Fürstenstraße, Hohestraße - Güntherstraße - Hohestraße - Gallenkampstraße - Portsmouthplatz",150-200
145,2016-04-22 00:00:00,Patriotische Europäer gegen die Islamisierung des Abendlandes,2016-08-15,19:00-22:00,"DU-Stadtmitte, Portsmouthplatz - Mercatorstraße - Wittekindstraße - Fürstenstraße, Hohestraße - Güntherstraße - Hohestraße - Gallenkampstraße - Portsmouthplatz",150-200
146,2016-04-22 00:00:00,Patriotische Europäer gegen die Islamisierung des Abendlandes,2016-08-22,19:00-22:00,"DU-Stadtmitte, Portsmouthplatz - Mercatorstraße - Wittekindstraße - Fürstenstraße, Hohestraße - Güntherstraße - Hohestraße - Gallenkampstraße - Portsmouthplatz",150-200
147,2016-04-22 00:00:00,Patriotische Europäer gegen die Islamisierung des Abendlandes,2016-08-29,19:00-22:00,"DU-Stadtmitte, Portsmouthplatz - Mercatorstraße - Wittekindstraße - Fürstenstraße, Hohestraße - Güntherstraße - Hohestraße - Gallenkampstraße - Portsmouthplatz",150-200
148,2016-04-22 00:00:00,Patriotische Europäer gegen die Islamisierung des Abendlandes,2016-09-05,19:00-22:00,"DU-Stadtmitte, Portsmouthplatz - Mercatorstraße - Wittekindstraße - Fürstenstraße, Hohestraße - Güntherstraße - Hohestraße - Gallenkampstraße - Portsmouthplatz",150-200
149,2016-04-22 00:00:00,Patriotische Europäer gegen die Islamisierung des Abendlandes,2016-09-12,19:00-22:00,"DU-Stadtmitte, Portsmouthplatz - Mercatorstraße - Wittekindstraße - Fürstenstraße, Hohestraße - Güntherstraße - Hohestraße - Gallenkampstraße - Portsmouthplatz",150-200
150,2016-04-22 00:00:00,Patriotische Europäer gegen die Islamisierung des Abendlandes,2016-09-19,19:00-22:00,"DU-Stadtmitte, Portsmouthplatz - Mercatorstraße - Wittekindstraße - Fürstenstraße, Hohestraße - Güntherstraße - Hohestraße - Gallenkampstraße - Portsmouthplatz",150-200
151,2016-04-22 00:00:00,Patriotische Europäer gegen die Islamisierung des Abendlandes,2016-09-26,19:00-22:00,"DU-Stadtmitte, Portsmouthplatz - Mercatorstraße - Wittekindstraße - Fürstenstraße, Hohestraße - Güntherstraße - Hohestraße - Gallenkampstraße - Portsmouthplatz",150-200
152,2016-04-22 00:00:00,Patriotische Europäer gegen die Islamisierung des Abendlandes,2016-10-03,19:00-22:00,"DU-Stadtmitte, Portsmouthplatz - Mercatorstraße - Wittekindstraße - Fürstenstraße, Hohestraße - Güntherstraße - Hohestraße - Gallenkampstraße - Portsmouthplatz",150-200
153,2016-04-22 00:00:00,Patriotische Europäer gegen die Islamisierung des Abendlandes,2016-10-10,19:00-22:00,"DU-Stadtmitte, Portsmouthplatz - Mercatorstraße - Wittekindstraße - Fürstenstraße, Hohestraße - Güntherstraße - Hohestraße - Gallenkampstraße - Portsmouthplatz",150-200
154,2016-04-22 00:00:00,Patriotische Europäer gegen die Islamisierung des Abendlandes,2016-10-17,19:00-22:00,"DU-Stadtmitte, Portsmouthplatz - Mercatorstraße - Wittekindstraße - Fürstenstraße, Hohestraße - Güntherstraße - Hohestraße - Gallenkampstraße - Portsmouthplatz",150-200
155,2016-04-22 00:00:00,Patriotische Europäer gegen die Islamisierung des Abendlandes,2016-10-24,19:00-22:00,"DU-Stadtmitte, Portsmouthplatz - Mercatorstraße - Wittekindstraße - Fürstenstraße, Hohestraße - Güntherstraße - Hohestraße - Gallenkampstraße - Portsmouthplatz",150-200
156,2016-04-22 00:00:00,Patriotische Europäer gegen die Islamisierung des Abendlandes,2016-10-31,19:00-22:00,"DU-Stadtmitte, Portsmouthplatz - Mercatorstraße - Wittekindstraße - Fürstenstraße, Hohestraße - Güntherstraße - Hohestraße - Gallenkampstraße - Portsmouthplatz",150-200
157,2016-04-24 00:00:00,Protest gegen Pegida NRW,2016-05-02,18:00-21:00,DU-Stadtmitte; Mercatorstraße/ Ecke Koloniestraße (Wiesenstück),100
158,2016-04-24 00:00:00,Protest gegen Pegida NRW,2016-05-09,18:00-21:00,DU-Stadtmitte; Mercatorstraße/ Ecke Koloniestraße (Wiesenstück),100
159,2016-04-24 00:00:00,Protest gegen Pegida NRW,2016-05-23,18:00-21:00,DU-Stadtmitte; Mercatorstraße/ Ecke Koloniestraße (Wiesenstück),100
160,2016-04-24 00:00:00,Protest gegen Pegida NRW,2016-05-30,18:00-21:00,DU-Stadtmitte; Mercatorstraße/ Ecke Koloniestraße (Wiesenstück),100
161,2016-04-25 00:00:00,Duisburg macht sich grade -Für Deutschland,2016-05-02,18:45-19:00,DU-Stadtmitte; Duisburg Hbf Ostausgang - Neudorfer Straße - Neue Fruchtstraße - Koloniestraße - Mercatorstraße - Portsmouthplatz,150
162,2016-02-04 00:00:00,Antipegida Kundgebung: Keinen Fußbreit der Pegida DU,2016-05-02,18:00-22:00,DU-Stadtmitte; Bahnhofsplatte,100-300
163,2016-02-04 00:00:00,Antipegida Kundgebung: Keinen Fußbreit der Pegida DU,2016-05-09,18:00-22:00,DU-Stadtmitte; Bahnhofsplatte,100-300
164,2016-02-04 00:00:00,Antipegida Kundgebung: Keinen Fußbreit der Pegida DU,2016-05-23,18:00-22:00,DU-Stadtmitte; Bahnhofsplatte,100-300
165,2016-02-04 00:00:00,Antipegida Kundgebung: Keinen Fußbreit der Pegida DU,2016-05-30,18:00-22:00,DU-Stadtmitte; Bahnhofsplatte,100-300
166,2016-04-26 00:00:00,Schließung Delfinarium Duisburg,2016-05-15,10:00-17:00,DU-Duissern; Mühlheimer Straße 273,-
167,2016-04-27 00:00:00,Tarifrunde der Metall- und Elektroindustrie,2016-05-03,09:00-09:30,DU-Hochfeld; Wolfgang-Reuter-Platz,200
168,2016-04-27 00:00:00,Tarifrunde der Metall- und Elektroindustrie,2016-05-03,09:30-10:15,DU-Marxloh; Buschstraße 95,100
169,2016-04-29 00:00:00,Panama Hood - Reichtum besteuern - Kommunen entlasten,2016-05-06,17:30-19:00,DU-Stadtmitte; Portsmouthplatz - Mercatorstraße - Königstraße - König-Heinrich-Platz - Königstraße - Düsseldorfer Straße ,20
170,2016-05-01 00:00:00,Sicher leben! Asylflut stoppen!,2016-05-04,10:30-12:30,DU-Meiderich; Meiderich Bahnhof,5-10
171,2016-05-01 00:00:00,Sicher leben! Asylflut stoppen!,2016-05-04,13:00-15:00,DU-Stadtmitte; König-Heinrich-Platz vor dem Forum,5-10
172,2016-04-30 00:00:00,Tierversuche,2016-05-02,17:30-19:00,DU-Stadtmitte; Lifesaver - Forum Königstraße - Lifesaver,30-40
173,2016-04-30 00:00:00,Zukunft der Jugend in Leiharbeit,2016-05-09,17:30-19:00,DU-Stadtmitte; Lifesaver - Forum Königstraße - Lifesaver,30-40
174,2016-04-30 00:00:00,Kampf der Korruption,2016-05-23,17:30-19:00,DU-Stadtmitte; Lifesaver - Forum Königstraße - Lifesaver,30-40
175,2016-04-30 00:00:00,Die Situation der Wohnungslosen,2016-05-30,17:30-19:00,DU-Stadtmitte; Lifesaver - Forum Königstraße - Lifesaver,30-40
176,2016-05-09 00:00:00,Infostand über das Einreiseverbot der türkischen Musikgruppe Grup Yorum,2016-05-12,13:00-15:00,DU-Stadtmitte; König-Heinrich-Platz vor dem Forum,10-15
177,2016-05-09 00:00:00,Infostand über das Einreiseverbot der türkischen Musikgruppe Grup Yorum,2016-05-12,17:00-18:30,DU-Hamborn Altmarkt,10
178,2016-05-19 00:00:00,Referendum für ein unabhängiges Kurdistan,2016-05-29,14:00-20:00,Duisburg-Homberg; Hochheide Markt,100
179,2016-05-20 00:00:00,Antipegida Kundgebung: Keinen Fußbreit der Pegida DU,2016-06-06,18:00-22:00,DU-Stadtmitte; Portsmouthplatz,100-300
180,2016-05-20 00:00:00,Antipegida Kundgebung: Keinen Fußbreit der Pegida DU,2016-06-13,18:00-22:00,DU-Stadtmitte; Portsmouthplatz,100-300
181,2016-05-20 00:00:00,Antipegida Kundgebung: Keinen Fußbreit der Pegida DU,2016-06-20,18:00-22:00,DU-Stadtmitte; Portsmouthplatz,100-300
182,2016-05-20 00:00:00,Antipegida Kundgebung: Keinen Fußbreit der Pegida DU,2016-06-27,18:00-22:00,DU-Stadtmitte; Portsmouthplatz,100-300
183,2016-05-20 00:00:00,Antipegida Kundgebung: Keinen Fußbreit der Pegida DU,2016-07-04,18:00-22:00,DU-Stadtmitte; Portsmouthplatz,100-300
184,2016-05-20 00:00:00,Antipegida Kundgebung: Keinen Fußbreit der Pegida DU,2016-07-11,18:00-22:00,DU-Stadtmitte; Portsmouthplatz,100-300
185,2016-05-20 00:00:00,Antipegida Kundgebung: Keinen Fußbreit der Pegida DU,2016-07-18,18:00-22:00,DU-Stadtmitte; Portsmouthplatz,100-300
186,2016-05-20 00:00:00,Antipegida Kundgebung: Keinen Fußbreit der Pegida DU,2016-07-25,18:00-22:00,DU-Stadtmitte; Portsmouthplatz,100-300
187,2016-05-20 00:00:00,Antipegida Kundgebung: Keinen Fußbreit der Pegida DU,2016-08-01,18:00-22:00,DU-Stadtmitte; Portsmouthplatz,100-300
188,2016-05-20 00:00:00,Antipegida Kundgebung: Keinen Fußbreit der Pegida DU,2016-08-08,18:00-22:00,DU-Stadtmitte; Portsmouthplatz,100-300
189,2016-05-20 00:00:00,Antipegida Kundgebung: Keinen Fußbreit der Pegida DU,2016-08-15,18:00-22:00,DU-Stadtmitte; Portsmouthplatz,100-300
190,2016-05-20 00:00:00,Antipegida Kundgebung: Keinen Fußbreit der Pegida DU,2016-08-22,18:00-22:00,DU-Stadtmitte; Portsmouthplatz,100-300
191,2016-05-20 00:00:00,Antipegida Kundgebung: Keinen Fußbreit der Pegida DU,2016-08-29,18:00-22:00,DU-Stadtmitte; Portsmouthplatz,100-300
192,2016-05-23 00:00:00,Protest gegen Pegida NRW,2016-06-06,18:00-21:00,DU-Stadtmitte; Mercatorstraße/ Ecke Koloniestraße auf dem Bürgersteig hinter dem Parkplatz,100
193,2016-05-23 00:00:00,Protest gegen Pegida NRW,2016-06-13,18:00-21:00,DU-Stadtmitte; Mercatorstraße/ Ecke Koloniestraße auf dem Bürgersteig hinter dem Parkplatz,100
194,2016-05-23 00:00:00,Protest gegen Pegida NRW,2016-06-20,18:00-21:00,DU-Stadtmitte; Mercatorstraße/ Ecke Koloniestraße auf dem Bürgersteig hinter dem Parkplatz,100
195,2016-05-23 00:00:00,Protest gegen Pegida NRW,2016-06-27,18:00-21:00,DU-Stadtmitte; Mercatorstraße/ Ecke Koloniestraße auf dem Bürgersteig hinter dem Parkplatz,100
196,2016-05-23 00:00:00,Angriff des türkischen Staates gegen HDP Abgeordnete,2016-05-27,17:00-19:00,DU-Stadtmitte; Portsmouthplatz - Mercatorstraße - Königstraße - Steinsche Gasse - Friedrich-Wilhelm-Platz - Friedrich-Wilhelm-Straße - Portsmouthplatz,150-200
197,2016-05-23 00:00:00,Wagenplatz Duisburg,2016-05-27,-,DU-Stadtmitte; Portsmouthplatz - Friedrich-Wilhelm-Straße - Düsseldorfer Straße - Realschulstraße - Cecilienstraße - Kölner Straße - Tonhallenstraße - Friedrich-Wilhelm-Straße - Portsmouthplatz,50
198,2016-05-23 00:00:00,Empty the Tanks worldwide,,10:00-15:00,DU-Duissern; Mühlheimer Straße 273,50
199,2016-05-26 00:00:00,Tierrechtsmarkt,2016-09-03,11:00-17:00,DU-Stadtmitte; König-Heinrich-Platz vor dem Forum,150-200
200,2016-06-02 00:00:00,No Duigida - gegen den PEGIDA-Aufmarsch,2016-06-06,18:00-21:30,DU-Stadtmitte; Portsmouthplatz,50-75
201,2016-06-02 00:00:00,No Duigida - gegen den PEGIDA-Aufmarsch,2016-06-13,18:00-21:30,DU-Stadtmitte; Portsmouthplatz,50-75
202,2016-06-02 00:00:00,No Duigida - gegen den PEGIDA-Aufmarsch,2016-06-20,18:00-21:30,DU-Stadtmitte; Portsmouthplatz,50-75
203,2016-06-02 00:00:00,No Duigida - gegen den PEGIDA-Aufmarsch,2016-06-27,18:00-21:30,DU-Stadtmitte; Portsmouthplatz,50-75
204,2016-06-02 00:00:00,No Duigida - gegen den PEGIDA-Aufmarsch,2016-07-04,18:00-21:30,DU-Stadtmitte; Portsmouthplatz,50-75
205,2016-06-02 00:00:00,No Duigida - gegen den PEGIDA-Aufmarsch,2016-07-11,18:00-21:30,DU-Stadtmitte; Portsmouthplatz,50-75
206,2016-06-02 00:00:00,No Duigida - gegen den PEGIDA-Aufmarsch,2016-07-18,18:00-21:30,DU-Stadtmitte; Portsmouthplatz,50-75
207,2016-06-02 00:00:00,No Duigida - gegen den PEGIDA-Aufmarsch,2016-07-25,18:00-21:30,DU-Stadtmitte; Portsmouthplatz,50-75
208,2016-06-06 00:00:00,Gegeg Verschärfungen bei Hartz IV,2016-06-06,17:30-19:00,DU-Stadtmitte; Lifesaver - Forum Königstraße - Lifesaver,30-40
209,2016-06-06 00:00:00,Baumfällungen in Duisburg und die Umwelttage,2016-06-13,17:30-19:00,DU-Stadtmitte; Lifesaver - Forum Königstraße - Lifesaver,30-40
210,2016-06-06 00:00:00,chronische Massenerkrankungen und unsere Ernährung,2016-06-20,17:30-19:00,DU-Stadtmitte; Lifesaver - Forum Königstraße - Lifesaver,30-40
211,2016-06-06 00:00:00,Die AFD ist eine asoziale Partei und für Hartz IV!,2016-06-27,17:30-19:00,DU-Stadtmitte; Lifesaver - Forum Königstraße - Lifesaver,30-40
212,2016-06-06 00:00:00,"Stoppt die Verfolgung von Falun Gong und den Organraub an lebenden Falun Gong-Praktizierenden in China, Falun Dfa ist gut.",2016-06-11,11:00-18:00,DU-Stadtmitte; König-Heinrich-Platz vor dem Forum,4-8
213,2016-06-06 00:00:00,"Stoppt die Verfolgung von Falun Gong und den Organraub an lebenden Falun Gong-Praktizierenden in China, Falun Dfa ist gut.",2016-07-02,11:00-18:00,DU-Stadtmitte; König-Heinrich-Platz vor dem Forum,4-8
214,2016-06-06 00:00:00,"Stoppt die Verfolgung von Falun Gong und den Organraub an lebenden Falun Gong-Praktizierenden in China, Falun Dfa ist gut.",2016-07-09,11:00-18:00,DU-Stadtmitte; König-Heinrich-Platz vor dem Forum,4-8
215,2016-06-16 00:00:00,"Stoppt die Verfolgung von Falun Gong und den Organraub an lebenden Falun Gong-Praktizierenden in China, Falun Dfa ist gut.",2016-06-18,11:00-18:00,DU-Stadtmitte; König-Heinrich-Platz vor dem Forum,4-8
216,2016-06-16 00:00:00,Aufklärung zu den Themen Tierrechte und Tierschutz,2016-07-02,14:00-16:00,DU-Stadtmitte,3-10
217,2016-06-17 00:00:00,"Ein Jahr seit dem Suruc Massaker, Mahwache für die Menschlichkeit",2016-06-17,18:00-19:00,DU-Stadtmitte; Lifesaver,5-10
218,2016-06-21 00:00:00,Freiheit für Delfine und Wale 2016,2016-06-26,11:00-15:00,DU-Duissern; Mühlheimer Straße 273,50
219,2016-06-21 00:00:00,Gedenkkundgebung Ivana Hoffmann,2016-06-25,13:00-18:00,DU-Marxloh; Piazza Kaiser-Wilhelm-Straße,450
220,2016-06-22 00:00:00,Protestaktion gegen das militärische Vorgehen der Türkei in kurdischen Städten,2016-06-27,15:00-20:00,DU-Stadtmitte; Portsmouthplatz,60-70
