Fall-Liste Versammlungen (aktueller Monat),Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
rot und kursiv markiert = Versammlung wurde abgesagt,,,,,,,,
,,,,,,,,
Bescheid ausgelaufen,,,,,,,,
,,,,,,,,
Datum,Beginn,Ende,Örtlichkeit (ink. AKG + SKG),Stationär / sfV,Organisation,Thema,TN-Zahl,Eingangs-datum
2023-10-04 00:00:00,14.00,15.30,Winzererstr. 106,stationär,,Union busting bekämpfen,30,28.09.2023
2023-10-05 00:00:00,17:30,19:00,Tal 13,stationär,Parents for Future,KlimatreffPunkt der Parents for Future,10-20,19.09.2023
2023-10-05 00:00:00,15.00,18.00,Marienplatz,stationär,Freie Wähler München,"Landtagswahl Bayern 2023, Hauptredner Hubert Aiwanger",60,15.06.2023
2023-10-05 00:00:00,16.00,19.00,Karlsplatz,stationär,AfD KV München Süd,Wahlkampfendspurt Bayern - Es gibt eine Alternative,200,29.08.2023
2023-10-05 00:00:00,17.00,19.00,Odeonsplatz,stationär,Bündnis 90 / Die Grünen LV Bayern,Wahlkampfhöhepunkt der Bayerischen Grünen,500,19.07.2023
2023-10-05 00:00:00,18.30,20.00,2 Parkplätze auf Höhe des Tegernseer Platz 1-3 auf Seite der Post,stationär,Grüne Jugend München,Aufmerksammachen auf die Verteilung des öffentlichen Raums in München ,15,20.09.2023
2023-10-05 00:00:00,17.00,19.00,OPL beim Reiterdenkmal,stationär,Junge Union Bayern,Anpacken statt ankleben - Gegendemo zur Abschlusskungebung der Grünen ,10,21.09.2023
2023-10-05 00:00:00,19.00,21.00,Orleansplatz,stationär,Grüne Jugend München,Aktion zumm Thema Klimagerechtigkeit,9,02.10.2023
2023-10-05 00:00:00,12.00,13.00,Bob-van-Benthem-Platz,stationär,Keine Patente auf Saatgut! e. V.,Keine Patente auf Saatgut,20,21.09.2023
2023-10-05 00:00:00,18.00,19.00,Hopfenstraße,stationär,,Leuchttumr ARD,10-30,25.09.2023
2023-10-05 00:00:00,13:00,22:00,Wiener Platz,stationär,Bezirksverband FDP Oberbayern,Kundgebung und Information der FDP Oberbayern,25,19.09.2023
2023-10-05 00:00:00,10.00,13.00,Kistlerhofstr. 60 ggü. Chin. Konsulat,stationär,,"Beendigung der 21 jahre Folter , Organraubs und Mord an Falun Gong Praktizierende in China, Nieder mit dem Teufel der kommuistischen Partei Chinas",10,01.10.2023
2023-10-06 00:00:00,14:00,17.15,Maxmonument - Maxmonument,sfV,,Fridays for Future Streik zum Thema Landtagswahl,1.500,20.09.2023
2023-10-06 00:00:00,18:00,19:00,Neuhauser Str. 6 - vor Michaelskirche,stationär,Münchner Friedensbündnis,"Friedensmahnwache: ""Verhandeln statt Schießen""",10-20,13.08.2023
2023-10-06 00:00:00,18.30,20.30,Odeonsplatz,stationär,FDP Landesverband Bayern e.V.,Wahlkampfschlusskundgebung mit Christian Lindner,500,19.06.2023
2023-10-06 00:00:00,17.00,19.00,Rindermarkt,stationär,München steht auf,Speakers Corner München - freie Meinungsäußerung,50,22.07.2023
2023-10-06 00:00:00,16.00,18.00,Orleansplatz,ststionär,Omas gegen Rechts München,Ja zur Demokratie. Laut und sichtbar. Omas gegen Rechts München demonstrieren vor der Landtagswahl,30,19.07.2023
2023-10-06 00:00:00,15.00,17.00,Bauseweinallee bis Prof. Eichmann Stra.,sfv,Grünflächenverein,Erhalt Erdbeerwiese,300,07.09.2023
2023-10-06 00:00:00,12.00,15.00,"Hintereingang des Kultusministeriums ""Alte Pforte""",stationär,,Gnua ist gnua - Bayerns Bildung braucht Veränderung,3-10,12.09.2023
2023-10-06 00:00:00,16:00,19:00,Professor-Huber-Platz,stationär,Ökumenisches Büro für Frieden und Gerechtigkeit e.V.,Informationsveranstaltung zum Gedenken an die Opfer des Verschwindenlassens in Mexiko,50-80,13.09.2023
2023-10-06 00:00:00,18.00,19.30,Goethepl. Bis Gärtnerpl.,sfv,Seebrücke München,Bundesweiter Seebrücken Aktionstag,200,21.09.2023
2023-10-06 00:00:00,16.45,18.30,Marienplatz,stationär,SPD,Abschlusskundgebung der Bayern SPD zur Landtagswahl,3000,18.09.2023
2023-10-06 00:00:00,19.00,21.00,Rindermarkt,stationär,Grüne Jügend München,Mieten,10,18.09.2023
2023-10-06 00:00:00,14.00,17.00,Vorplatz Maximilaneum - Vorplatz Maximilaneum,sfv,,Fridays for Future Streik zum Thema Landtagswahl,250,28.09.2023
2023-10-06 00:00:00,15.00,15.29,Fischbrunnen,stationär,,Wahlkampfveranstaltung - Daniela Di Benedetto Landtagskandidatin SPD,30,29.09.2023
2023-10-06 00:00:00,17.00,19.00,Stachus ,stationär,,Türkischer Bombenterror und Kriegsverbrechen gegen kurdische Zvilibevölkerung,20,06.10.2023
2023-10-07 00:00:00,16.00,20.00,Marienplatz,stationär,Volt Bayern,MÜNCHEN WÄHLT DEMOKRATIE! Gegen Radikalismus - Für ein konstruktives Miteinander,100,2022-09-21 00:00:00
2023-10-07 00:00:00,12.30,18.00,Am Harras,stationär,,Info`s auf d`Straß ,30,23.03.2023
2023-10-07 00:00:00,13.00,18.00,Max-Joseph-Platz,stationär,Die PARTEI München,Realistische Darstellung der politischen Arbeit von Politikern nach dem Erlangen eines Mandats,30,05.09.2023
2023-10-07 00:00:00,14.00,17.00,MPL?,stationär,Bündnis Schizoprenie und Paranoia - gemeinsam gegen das Stigma,Inklusion/Freundschaft/Zusammenhalt/Menschnrechte/Demokratie,100,18.09.2023
2023-10-07 00:00:00,15.30,17.30,OPL/Rindermarkt/Wittelsbacherplatz?,stationär,,Diese Versammulung ist eine Demonstration gegen die Israelische Regierung,30,27.09.2023
2023-10-07 00:00:00,18.15,20.15,"Neuhauser Str. 2 - mittig - Ecke Färbergraben/Augustinerstr., Höhe ""Sitzender Keiler""",stationär,Activists for the Victims,"Activists for the Victims / Aufzeigen tierethischer, humanethischer,
gesundheitlicher und ökologischer Probleme unüberlegter Konsumentscheidungen und
Lösungsmöglichkeiten",10-25,27.09.2023
2023-10-07 00:00:00,14.00,16.30,Bavariastraße 10 bis P+R Studentenstadt,sfv,,Frieden schaffen ohne Waffen ,25,28.09.2023
2023-10-07 00:00:00,12.00,14.30,Münchner Freiheit zwischen Spielplatz und Forum,stationär,München steht auf,WHO Durchgriffsrechte nur mit direkter demokratischer Legitimation des Souveräns,20,02.10.2023
2023-10-07 00:00:00,12:45,17:45:00,Pasinger Bahnhofsplatz,stationär,,"Beendigung der Verfolgung und des Organraubs an Falun Gong Praktizierenden in China. Die Kommunistische Partei Chinas verfolgt Wahrhaftigkeit, Güte, Nachsicht. Der Kommuninistischen Partei Chinas ein Ende setzen.",30,2023-05-30 00:00:00
2023-10-07 00:00:00,13.40,14.10,Residenzstr. 2,stationär,,Protest gegen Pelzverkauf,10,18.09.2023
2023-10-07 00:00:00,14.20,14.50,Theatinerstr. 44,stationär,,Protest gegen Pelzverkauf,10,18.09.2023
2023-10-07 00:00:00,13.00,13.30,Maximilianstr. 12-14,stationär,,Protest gegen Pelzverkauf,10,18.09.2023
2023-10-09 00:00:00,18.00,19.00,Tegernseer Landstraße vor Tela Post,stationär,,Weg mit Hatz IV! Nazipropaganda!,20-30,12.12.22
2023-10-09 00:00:00,13.00,15.00,Marienplatz,stationär,Gesellschaft zur Rettung der Delphine,Geisternetz in Tour,7,18.09.2023
2023-10-09 00:00:00,17.50,20.10,"Stachus, Sonnenstr., Schwanthaler Str., Schillerstr., Landwehrstr., Paul-Heyse-Str., Schwanthaler Str., Sonnenstr., Sendlinger Torpl., Müllerstr., Papa-Schmid-Str., Blumenstr., Sonnenstr., Stachus",sfv,,"Montagsspaziergang für den Frieden, Frieden schaffen ohne Waffen",10,24.09.2023
2023-10-09 00:00:00,11.00,18.00,Hans-Mielich-Platz,stationär,Bürgerinitiaive Mehr Platz zum Leben,Der Hans-Mielich-Platz wird bunter,10,05.10.2023
2023-10-09 00:00:00,18:30,20.00,Marienplatz,stationär,,Solidarität mit Palästina,30,08.10.2023
2023-10-09 00:00:00,18.00,19.30,OPL,stationär,,Solidarität mit Israel,1.000,07.10.2023
2023-10-10 00:00:00,18.15,20.15,Marienplatz,stationär,Activists for the Victims,"Activists for the Victims / Aufzeigen tierethischer, humanethischer,
gesundheitlicher und ökologischer Probleme unüberlegter Konsumentscheidungen und
Lösungsmöglichkeiten",10-25,27.09.2023
2023-10-10 00:00:00,18.00,23.00,Reitknechtstr. 6,stationär,,Unterstützung der Ukraine,,26.09.2023
2023-10-10 00:00:00,11.15,15.00,Marienplatz,stationär,,Unterschriften-Aktion mit Microphone und Infostand,20,04.101.2023
2023-10-10 00:00:00,12.00,14.00,Rindermarkt,stationär,,Freiheit für Abdullah Öcalan,40,06.10.2023
2023-10-10 00:00:00,11.00,18.00,Hans-Mielich-Platz,stationär,Bürgerinitiaive Mehr Platz zum Leben,Der Hans-Mielich-Platz wird bunter,10,05.10.2023
2023-10-10 00:00:00,19.00,20.30,Karl-Stützel-Platz,stationär,,Welttag gegen die Todesstrafe,10,09.10.2023
2023-10-11 00:00:00,18.00,22.00,Karlsplatz - Karlsplatz,sfV,München-steht-auf.de,"Für Frieden - kein Krieg, freie unabhängige Medien, Wiederherstellung des Grundgesetzes auf den Stand vor der Pandemie, Freie Impentscheidung, keine Digitale Kontrolle ala China",300,05.10.2023
2023-10-11 00:00:00,18.00,19.00,Königsplatz  ,stationär,,Freilassung von Can Atalay (türkische Abgeordnete im Gefängnis) Can Atalay wurde kürzlich zum Abgeordneten gewählt. Er genießt parlamentarischee Immunität und soll freigelassen werden. Das Erdogan-Regime hält ihn unrechtmäßig im Gefängnis fest.  ,10,04.10.2023
2023-10-11 00:00:00,11.00,18.00,Hans-Mielich-Platz,stationär,Bürgerinitiaive Mehr Platz zum Leben,Der Hans-Mielich-Platz wird bunter,10,05.10.2023
2023-10-12 00:00:00,17:30,19:00,Marienplatz,stationär,,KlimatreffPunkt der Parents for Future,10-20,19.09.2023
2023-10-12 00:00:00,12:45,17:45:00,Karlsplatz,stationär,,"Beendigung der Verfolgung und des Organraubs an Falun Gong Praktizierenden in China. Die Kommunistische Partei Chinas verfolgt Wahrhaftigkeit, Güte, Nachsicht. Der Kommuninistischen Partei Chinas ein Ende setzen.",30,2023-05-30 00:00:00
2023-10-12 00:00:00,18.00,19.00,Hopfenstraße,stationär,,Leuchtturm ARD,10-30,02.10.2023
2023-10-12 00:00:00,10.00,13.00,Kistlerhofstr. 60 ggü. Chin. Konsulat,stationär,,"Beendigung der 21 jahre Folter , Organraubs und Mord an Falun Gong Praktizierende in China, Nieder mit dem Teufel der kommuistischen Partei Chinas",10,01.10.2023
2023-10-12 00:00:00,11.15,15.00,Marienplatz,stationär,,Unterschriften-Aktion mit Microphone und Infostand,20,04.101.2023
2023-10-12 00:00:00,11.30,20.00,Rindermarkt,stationär,,Globaler Aktionstag gegen Neokolonialismus,20,04.10.2023
2023-10-12 00:00:00,11.00,18.00,Hans-Mielich-Platz,stationär,Bürgerinitiaive Mehr Platz zum Leben,Der Hans-Mielich-Platz wird bunter,10,05.10.2023
2023-10-12 00:00:00,18.30,19.30,Odeonsplatz,stationät,,Verurteilung des Besuchs von Dina Boluarte,15,09.10.2023
2023-10-13 00:00:00,18:00,19:00,Münchner Freiheit,stationär,Münchner Friedensbündnis,"Friedensmahnwache: ""Verhandeln statt Schießen""",10-20,13.08.2023
2023-10-13 00:00:00,10.15,12.15,Bavariapark bis Stachus,sfV,ver.di,Tarifrunde im Handel,800,26.09.2023
2023-10-13 00:00:00,11.00,18.00,Hans-Mielich-Platz,stationär,Bürgerinitiaive Mehr Platz zum Leben,Der Hans-Mielich-Platz wird bunter,10,05.10.2023
2023-10-13 00:00:00,13.00,14.00,Sendlinger Str. 8,stationär,Frauen in Schwarz,"Mahnwache der Frauen in Schwarz München, Gerechter Frieden in Nahost",8-15,2023-09-28 00:00:00
2023-10-13 00:00:00,15.30,19.00,Karlsplatz,stationär,Bürgerbewegung PAX Europa e.V.,Solidarität mit Israel - Gegen den politischen Islam,25,10.10.2023
2023-10-13 00:00:00,17:00,17:30,Maximilianstr. 12-14,stationär,,Protest gegen Pelzverkauf,10,11.10.2023
2023-10-13 00:00:00,17:40,18:10,Residenzstr. 2,stationär,,Protest gegen Pelzverkauf,10,11.10.2023
2023-10-13 00:00:00,18:20,18:50,Theatinerstr. 44,stationär,,Protest gegen Pelzverkauf,10,11.10.2023
2023-10-13 00:00:00,17.00,20.00,OPL bis OPL?,sfv,,Solidarität mit dem palästinensischen Volk,50,11.10.2023
2023-10-13 00:00:00,17.30,20.00,Geschwister-Scholl-Platz,stationär,,Einschränkung der Versammlungsfreiheit bei Solidaritätsbekundungen mit dem palästinensischen Volk in Gaza.,60,13.10.2023
2023-10-13 00:00:00,17.30,19.00,Karlsplatz,stationär,,"Bodenoffensive in Gaza, Solidaritätsbekundung mit dem palästinensichen Volk",500,13.10.2023
2023-10-13 00:00:00,17.30,19.15,Königsplatz,stationär,,Solidaritätsbekundung mit dem palstinensischen Volk. Einschränkung der freien Meinungsäußerung in München.,50,13.10.2023
2023-10-13 00:00:00,18.00,20.00,Lenbachplatz  ,stationär,,Für Schutz von Zivilisten - gegen den Krieg,30,13.10.2023
2023-10-13 00:00:00,17.30,20.00,Wittelsbacherplatz,stationär,,Einschränkung der Versammlungsfreiheit in München,50,13.10.2023
2023-10-14 00:00:00,15:00,18:00,Sendlinger Str. 19,stationär,,Türkischer Bombenterror und Kriegsverbrechen gegen kurdische Zvilibevölkerung,50,11.10.2023
2023-10-14 00:00:00,12.30,18.00,Münchner Freiheit,stationär,,Info`s auf d`Straß ,30,23.03.2023
2023-10-14 00:00:00,13.00,ca. 15.45,Wittelsbacherplatz bis P&R Studentenstadt,sfV,,"Frieden schaffen ohne Waffen, Erhalt des Bargelds, gegen zwangsfinanzierte Medienpropaganda ",ca. 40/ca. 20 Kfz,20.09.2023
2023-10-14 00:00:00,09.00,13.00,Gärtnerplatz,staionär,IJM Deutschland e. V.,moderne Sklaverei bekämpfen im Rahmen des internationalen Tag gegen Menschenhandel,5,22.09.2023
2023-10-14 00:00:00,15:00,17:00,Sendlinger Str. 8,stationär,Italienische Evangelische Mission,Der Weg zum Frieden und zur Nächstenliebe und nicht zum Krieg,10,07.09.2023
2023-10-14 00:00:00,18.15,20.15,"Neuhauser Str. 2 - mittig - Ecke Färbergraben/Augustinerstr., Höhe ""Sitzender Keiler""",stationär,Activists for the Victims,"Activists for the Victims / Aufzeigen tierethischer, humanethischer,
gesundheitlicher und ökologischer Probleme unüberlegter Konsumentscheidungen und
Lösungsmöglichkeiten",10-25,27.09.2023
2023-10-14 00:00:00,15.00,16.00,Königsplatz  ,stationär,,Freilassung von Can Atalay (türkische Abgeordnete im Gefängnis) Can Atalay wurde kürzlich zum Abgeordneten gewählt. Er genießt parlamentarischee Immunität und soll freigelassen werden. Das Erdogan-Regime hält ihn unrechtmäßig im Gefängnis fest.  ,10,04.10.2023
2023-10-14 00:00:00,11.00,18.00,Hans-Mielich-Platz,stationär,Bürgerinitiaive Mehr Platz zum Leben,Der Hans-Mielich-Platz wird bunter,10,05.10.2023
2023-10-14 00:00:00,15.20,18.30,Wittelsbacherplatz   ,stationär,Tigray Development Association in München und Umgebung e. V.,"Demonstration gegen Äthiopische und Eritrische Regierungen, Gedanken an die Martyre und getotete Menschen in Tigray",100,09.10.2023
2023-10-14 00:00:00,13.00,18.00,Willy-Brandt-Platz,stationär,Bürgerbewegung PAX Europa e.V.,Solidarität mit Israel - Gegen den politischen Islam,25,10.10.2023
2023-10-14 00:00:00,14.30,17.30,Orleansplatz,stationär,,Solidaritätsbekundung für Palästina,250,11.10.2023
2023-10-14 00:00:00,15.30,17.30,Barer Str. 19,stationär,,Unterstützung von des Volkes Israel,unklar,12.10.2023
2023-10-14 00:00:00,14.00,16.00,Odeonsplatz,stationär,,Frieden und Freiheit in Palästina,20,13.10.2023
2023-10-14 00:00:00,13:00,15:00,München- Geschwister-Scholl-Platz,stationär,,Einschränkung der Versammlungsfreiheit bei Solidaritätsbekundungen mit dem palästinensischen Volk in Gaza.,60,13.10.2023
2023-10-14 00:00:00,13:00,15:00,Königsplatz München,stationär,,Mahnwache mit Ausstrahlung von einem Kurfilm und Moderation dazu.,30,13.10.2023
2023-10-15 00:00:00,16.00,18.00,Odeonsplatz,stationär,,Diese Demo wird eine Solidarität Demonstration mit die Leute in Israel. ,40-70,04.10.2023
2023-10-15 00:00:00,14.00,18.00,Karlsplatz,stationär,,"Kundgebung zur Unterstützung des Unternehmens #Free Navalny ""1000 Tage im Gefängnis"". Eine Kundgebung zur Unterstützung russischer politischer Gefangener sowie gegen Putins Krieg und Putins Politik.",50-150,04.10.2023
2023-10-16 00:00:00,17.50,20.10,"Stachus, Sonnenstr., Schwanthaler Str., Schillerstr., Landwehrstr., Paul-Heyse-Str., Schwanthaler Str., Sonnenstr., Sendlinger Torpl., Müllerstr., Papa-Schmid-Str., Blumenstr., Sonnenstr., Stachus",sfv,,"Montagsspaziergang für den Frieden, Frieden schaffen ohne Waffen",10,24.09.2023
2023-10-16 00:00:00,18.30,offen,"Marienplatz, Tal, Thomas-Wimmer-Ring, Maximilianstraße, Residenzstraße, Dienerstraße, Marienplatz",sfV,,"Solidarität lässt sich nicht verbieten
Gegen Versammlungsverbote, Kein Krieg in Gaza, gegen Anti-Semitismus und Anti-Palästinensischen Rassismus, für ein Ende der Besatzung, das Töten muss sofort enden, Kein Krieg in Kurdistan, Stoppt Erdogan und Netanjahu",250,13.10.2023
2023-10-17 00:00:00,18.15,20.15,Marienplatz,stationär,Activists for the Victims,"Activists for the Victims / Aufzeigen tierethischer, humanethischer,
gesundheitlicher und ökologischer Probleme unüberlegter Konsumentscheidungen und
Lösungsmöglichkeiten",10-25,27.09.2023
2023-10-17 00:00:00,12.00,13.00,Arcisstr. 21,stationär,"Studenten-Plattform ""Stoppt die Studiengebühren"" ",Stoppt die Studiengebühren,20-25,29.09.2023
2023-10-17 00:00:00,11.15,15.00,Marienplatz,stationär,,Unterschriften-Aktion mit Microphone und Infostand,20,04.10.2023
2023-10-18 00:00:00,11.15,15.00,Marienplatz,stationär,,Unterschriften-Aktion mit Microphone und Infostand,20,04.10.2023
2023-10-18 00:00:00,18.00,23.00,Reitknechtstr. 6,stationär,,Wir organisieren eine Aktion zur Unterstützung der Ukraine,4,08.10.2023
2023-10-18 00:00:00,15.00,17.30,Sendlinger Str. 8,stationär,,Demonstration für die Menschen im Iran,20,18.09.2023
2023-10-18 00:00:00,09.45,16.15,Geschwister-Scholl-Platz,stationär,,Gegen den Aufstieg der Rechten und die sozialen Kürzungen,20,11.10.2023
2023-10-18 00:00:00,18.00,22.00,"Baumkirchner Str., Josef-Ritz-Weg, Hansjakobstr., Virgilstr., Ellingerweg, Praschlerstr., Hansjakobstr., St.-Veit-Str., Jella-Lepman-Str., Anne-Frank-Anger, Josephsburgstr., Mutschellestr., Hansjakobstr., Baumkirchnerstr.",sfV,München steht auf.de,"Für Frieden - kein Krieg, freie unabhängige Medien, Wiederherstellung des Grundgesetzes auf den Stand vor der Pandemie, Freie Impentscheidung, keine Digitale Kontrolle ala China",300,13.10.2023
2023-10-18 00:00:00,18.30,20.00,Marienplatz,stationär,,Menschenrechte und Völkerrecht auch für Palästina,50,16.10.2023
2023-10-18 00:00:00,18.30,20.00,Marienplatz,stationär,,Gedenkveranstaltung zu den Opfern des Angriffs auf das Al-Ahli Krankenhaus/Gaza,250,18.10.2023
2023-10-19 00:00:00,17:30,19:00,Marienplatz,stationär,,KlimatreffPunkt der Parents for Future,10-20,19.09.2023
2023-10-19 00:00:00,10.00,13.00,Kistlerhofstr. 60 ggü. Chin. Konsulat,stationär,,"Beendigung der 21 jahre Folter , Organraubs und Mord an Falun Gong Praktizierende in China, Nieder mit dem Teufel der kommuistischen Partei Chinas",10,01.10.2023
2023-10-19 00:00:00,18.00,19.00,Hopfenstraße Gehweg vor dem BR Hochhaus,stationär,,"Mahnwache vor dem Bayerischen Rundfunk: Schluss mit Propaganda und Desinformation, Rückkehr zu einer ausgewogenen Bericherstattung, Aktionsbündnis www.LeuchtturmARD.de",10-30,09.10.2023
2023-10-19 00:00:00,12.30,14.00,Marsstr. 29 - Arnulfstr. 44,Menschenkette,Bayern2Freunde,Stille Menschenkette als Protest gegen die geplante Bayern 2 Reform. Beginnend von der Marsstraße über den Gehsteig der Hopfenstraße zur Arnulfstr. 42/44,150,11.10.2023
2023-10-19 00:00:00,8.00,9.00,MPL,stationär,,"""Es donnert in den Kitas!"" - Mahnwache für die Kitas",8-10,12.10.2023
2023-10-19 00:00:00,18.30,20.00,Odeonsplatz,stationär,,Menschenrechte und Völkerrecht auch für Palästina,50,17.10.2023
2023-10-20 00:00:00,13.00,14.15,"Marienplatz (ist bereits belegt, daher noch unklar)",stationär,Muslimrat München e.V.,Für Frieden und Freundschaft zwischen allen Menschen in München. Diese Versammlung ist ein Friedensappell und ein Friedensgebet für München. Gemeinsam gegen Gewalt und Hass und für ein friedliches Miteinander.,300,18.10.2023
2023-10-20 00:00:00,16:00,18:00:00,"Ludwigstr, Siegestor",stationär,,"Corona-Aufarbeitung, Keine Waffen in Kriegsgebiete, Keine Macht für W.H.O., Bargelderhalt, Asylrecht statt Massenmigration, GRÜNE-Ampel ruiniert DEU., Freiheit-Demokratie u. Frieden zurück u.a. (stehende Schilderdemo nur auf Gehweg)",50,2023-08-31 00:00:00
2023-10-20 00:00:00,18:00,19:00,Neuhauser Str. 6 - vor Michaelskirche,stationär,Münchner Friedensbündnis,"Friedensmahnwache: ""Verhandeln statt Schießen""",10-20,13.08.2023
2023-10-20 00:00:00,12.15,17.00,Marienplatz,stationär,,Podiumsdiskussion mit Politikern,20,04.10.2023
2023-10-20 00:00:00,19.00,19.45,Oberanger / Dultstr. - LeZ,sfv,Forum Queeres Archiv München e. V.,Gedenken an die Verfolgung der Homosexuellen in der NS-Zeit )Findet jährlich am 20.10. statt),40,06.10.2023
2023-10-20 00:00:00,17.00,19.30,MPL - OP- Dienerstr. - Max-Joseph-Platz,sfv,,"Für Frieden, Freiheit und Menschenrechte",500-700,16.10.2023
2023-10-20 00:00:00,12.00,15.00,Salvatorplatz Hintereingang des Kultusministeriums Alte Pforte,stationär,,Gnua ist gnua - Bayerns Bildung braucht Veränderung,3-10,17.10.2023
2023-10-20 00:00:00,18.15,19.45,Karlsplatz,stationär,,Gedenken für Zivilbevölkerung von Gaza,30,17.10.2023
2023-10-20 00:00:00,18.00,19.30,Odeonsplatz,stationär,,Demonstration für Waffenruhe durch Israel & Kritik an der Deutschen Außenpolitik,100,18.10.2023
2023-10-21 00:00:00,15:30,17:30,"Professor-Huber-Platz (nicht final, warten auf Rückmeldung)",stationär,,"*** NICHT ABGESAGT, VA GEHT JEDOCH AUF KEINE KONTAKTVERSUCHE EIN ***Unterstützung des Volkes Israel",20-30,12.10.2023
2023-10-21 00:00:00,12:30,15:00,Odeonsplatz,stationär,,Frauenrechte - ,60,13.03.2023
2023-10-21 00:00:00,13.00,18.00,Sendlinger Str. 19,stationär,,Freiheit- Religion Meinungskundgabe die Freiheit der Religionsausübung Redebeiträge und Musik,15,17.08.2023
2023-10-21 00:00:00,12.30,18.00,Marienplatz,stationär,,Info`s auf d`Straß ,30,23.03.2023
2023-10-21 00:00:00,offen,offen,"Karlsplatz, Marienplatz, Odeonsplatz (offen)",stationär,,offen,10,17.10.2023
2023-10-21 00:00:00,11.00,14.00,Marienplatz?,stationär,Quelltor Christliche Freikirche e.V.,christliche religiöse Infos mit Büchertisch,10,04.09.2023
2023-10-21 00:00:00,15.00,17.30,Sendlinger Str. 8,stationär,,Demonstration für die Menschen im Iran,20,18.09.2023
2023-10-21 00:00:00,11.00,16.00,Münchner Freiheit bis Rindermarkt,sfv,Amnesty international,75 Jahre UN Menschenrechtskonvention,100,21.09.2023
2023-10-21 00:00:00,18.15,20.15,"Neuhauser Str. 2 - mittig - Ecke Färbergraben/Augustinerstr., Höhe ""Sitzender Keiler""",stationär,Activists for the Victims,"Activists for the Victims / Aufzeigen tierethischer, humanethischer,
gesundheitlicher und ökologischer Probleme unüberlegter Konsumentscheidungen und
Lösungsmöglichkeiten",10-25,27.09.2023
2023-10-21 00:00:00,12:45,17:45:00,Karlsplatz,stationär,,"Beendigung der Verfolgung und des Organraubs an Falun Gong Praktizierenden in China. Die Kommunistische Partei Chinas verfolgt Wahrhaftigkeit, Güte, Nachsicht. Der Kommuninistischen Partei Chinas ein Ende setzen.",30,2023-05-30 00:00:00
2023-10-21 00:00:00,14.00,18.00,Am Harras,stationär,,"Christenverfolgung, Christliche Werte / Glaube",10-20,21.08.2023
2023-10-21 00:00:00,14:00,16:00,Dachauer Str. 312 bis 350,stationär,,"Grundrechte, Lobbyismus",15-30,09.10.2023
2023-10-21 00:00:00,14:30,17:30,Wittelsbacherplatz,stationär,,Solidaritätsbekundung für Palästina,250,17.10.2023
2023-10-21 00:00:00,14:20,14:50,Theatinerstr. 44,stationär,,Protest gegen Pelzverkauf,10,17.10.2023
2023-10-21 00:00:00,13:40,14:10,Residenzstr. 2,stationär,,Protest gegen Pelzverkauf,10,17.10.2023
2023-10-21 00:00:00,13:00,13:30,Maximilianstr. 12-14,stationär,,Protest gegen Pelzverkauf,10,17.10.2023
2023-10-22 00:00:00,15.00,18.30,Karlsplatz,stationär,,"in support of Mr. Chandra babu Naidu, the leader of the opposition, Andhra Pradesh, India",50,13.10.2023
2023-10-22 00:00:00,14.00,17.00,Marienplatz,stationär,,Gemeinsam gegen den Krieg,300,08.09.2023
2023-10-23 00:00:00,17.50,20.10,"Stachus, Sonnenstr., Schwanthaler Str., Schillerstr., Landwehrstr., Paul-Heyse-Str., Schwanthaler Str., Sonnenstr., Sendlinger Torpl., Müllerstr., Papa-Schmid-Str., Blumenstr., Sonnenstr., Stachus",sfv,,"Montagsspaziergang für den Frieden, Frieden schaffen ohne Waffen",10,24.09.2023
2023-10-23 00:00:00,13.15,17.00,Marienplatz,stationär,,Unterschriften-Aktion mit Microphone und Infostand,20,04.10.2023
2023-10-24 00:00:00,18.15,20.15,Marienplatz,stationär,Activists for the Victims,"Activists for the Victims / Aufzeigen tierethischer, humanethischer,
gesundheitlicher und ökologischer Probleme unüberlegter Konsumentscheidungen und
Lösungsmöglichkeiten",10-25,27.09.2023
2023-10-24 00:00:00,13.15,17.00,Marienplatz,stationär,,Unterschriften-Aktion mit Microphone und Infostand,20,04.10.2023
2023-10-24 00:00:00,19.15,20.00,Odeonsplatz ,stationär,,Entwicklung und Gefahren von künstlicher Intelligenz,10,07.10.2023
2023-10-24 00:00:00,07:45,09:30,Nymphenburger Str. 16,stationär,,Klimaschutz ist kein Verbrechen! Mahnwache zur Unterstützung der 4 Wissenschaftler die ihre Verhandlung am selben Tag vorm Amtsgericht München haben.,20,12.10.2023
2023-10-25 00:00:00,18.00,22.00,Josef-Thurner-Platz/Trappentreustr./Tulbeckstr./Westendstr./Ganghoferstr./Schwanthalerstr./Holzapfelstr./Landsbergerstr./Grasserstr./Hackerbrücke/Arnulfstr./Bahnhofsplatz/Bayerstr./Paul-Heyse-Str./Landwehrstr./Sankt-Paulsplatz/Hermann-Lingg-Str./Schwanthalerstr./Parkstr./Gollierstr./Gollierpl./Gollierstr./Josef-Thurner-Platz,sfV,München steht auf.de,"Für Frieden - kein Krieg - es sterben nur Menschen, Freie unabhängige diskursbereite Medien, Wiederherstellung des Grundgesetzes auf den Stand vor der Pandemie, Freie Impfentscheidung, keine Digitale Kontrolle ála China",300,12.10.2023
2023-10-25 00:00:00,13.15,17.00,Marienplatz,stationär,,Unterschriften-Aktion mit Microphone und Infostand,20,04.10.2023
